"","user_id","learner_id","native_pl","assessment","assess_score_first_perc","assess_score_final_perc","feedback","state","start","end","dur"
"504",121,"P040",1,"Quiz: Topic 17 - Post-class quiz",67,66.67,NA,"Finished",2016-05-08 11:11:00,2016-05-08 11:17:00,"6 mins"
"505",74,"P024",1,"Quiz: Topic 17 - Post-class quiz",75,75,NA,"Finished",2016-05-08 13:05:00,2016-05-08 13:11:00,"5 mins 53 secs"
"506",143,"P021",1,"Quiz: Topic 17 - Post-class quiz",NA,0,NA,NA,NA,NA,NA
"507",55,"P002",1,"Quiz: Topic 17 - Post-class quiz",92,91.67,NA,"Finished",2016-05-07 08:57:00,2016-05-07 09:02:00,"5 mins 41 secs"
"508",109,NA,1,"Quiz: Topic 17 - Post-class quiz",0,75,NA,"Finished",2016-05-24 12:43:00,2016-05-24 12:49:00,"5 mins 12 secs"
"509",109,NA,1,"Quiz: Topic 17 - Post-class quiz",58,75,NA,"Finished",2016-06-04 19:32:00,2016-06-04 19:37:00,"4 mins 56 secs"
"510",109,NA,1,"Quiz: Topic 17 - Post-class quiz",75,75,NA,"Finished",2016-06-05 04:27:00,2016-06-05 04:33:00,"5 mins 58 secs"
"511",78,"P014",1,"Quiz: Topic 17 - Post-class quiz",92,91.67,NA,"Finished",2016-05-08 09:05:00,2016-05-08 09:11:00,"6 mins 2 secs"
"512",47,"P017",1,"Quiz: Topic 17 - Post-class quiz",33,33.33,NA,"Finished",2016-05-08 13:28:00,2016-05-08 13:34:00,"6 mins 1 sec"
"513",42,"P015",1,"Quiz: Topic 17 - Post-class quiz",83,83.33,NA,"Finished",2016-05-06 00:50:00,2016-05-06 00:56:00,"6 mins"
"514",117,"P043",1,"Quiz: Topic 17 - Post-class quiz",NA,0,NA,NA,NA,NA,NA
"515",101,NA,1,"Quiz: Topic 17 - Post-class quiz",67,66.67,NA,"Finished",2016-05-27 13:24:00,2016-05-27 13:29:00,"5 mins 5 secs"
"516",80,"P023",1,"Quiz: Topic 17 - Post-class quiz",67,66.67,NA,"Finished",2016-05-08 11:44:00,2016-05-08 11:50:00,"6 mins"
"517",33,NA,1,"Quiz: Topic 17 - Post-class quiz",67,66.67,NA,"Finished",2016-06-05 07:16:00,2016-06-05 07:22:00,"5 mins 56 secs"
"518",33,NA,1,"Quiz: Topic 17 - Post-class quiz",33,66.67,NA,"Finished",2016-06-05 10:00:00,2016-06-05 10:06:00,"6 mins 1 sec"
"519",139,NA,0,"Quiz: Topic 17 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"520",54,NA,1,"Quiz: Topic 17 - Post-class quiz",67,66.67,NA,"Finished",2016-06-03 11:03:00,2016-06-03 11:09:00,"6 mins 3 secs"
"521",77,NA,1,"Quiz: Topic 17 - Post-class quiz",33,33.33,NA,"Finished",2016-05-08 06:38:00,2016-05-08 06:44:00,"5 mins 39 secs"
"522",87,NA,1,"Quiz: Topic 17 - Post-class quiz",42,100,NA,"Finished",2016-05-24 12:00:00,2016-05-24 12:05:00,"5 mins 30 secs"
"523",87,NA,1,"Quiz: Topic 17 - Post-class quiz",100,100,NA,"Finished",2016-06-02 10:49:00,2016-06-02 10:55:00,"5 mins 16 secs"
"524",75,"P007",1,"Quiz: Topic 17 - Post-class quiz",33,33.33,NA,"Finished",2016-05-08 11:24:00,2016-05-08 11:28:00,"3 mins 43 secs"
"525",104,"P062",1,"Quiz: Topic 17 - Post-class quiz",58,58.33,NA,"Finished",2016-05-08 13:20:00,2016-05-08 13:26:00,"6 mins 1 sec"
"526",22,"P080",1,"Quiz: Topic 17 - Post-class quiz",100,100,NA,"Finished",2016-05-06 01:56:00,2016-05-06 02:01:00,"4 mins 31 secs"
"527",105,"P056",1,"Quiz: Topic 17 - Post-class quiz",50,50,NA,"Finished",2016-05-08 13:43:00,2016-05-08 13:49:00,"5 mins 51 secs"
"528",19,NA,1,"Quiz: Topic 17 - Post-class quiz",67,66.67,NA,"Finished",2016-05-06 06:35:00,2016-05-06 06:41:00,"6 mins"
"529",84,"P052",1,"Quiz: Topic 17 - Post-class quiz",67,66.67,NA,"Finished",2016-05-08 03:05:00,2016-05-08 03:11:00,"5 mins 36 secs"
"530",132,"P044",1,"Quiz: Topic 17 - Post-class quiz",67,66.67,NA,"Finished",2016-05-08 13:46:00,2016-05-08 13:52:00,"6 mins"
"531",21,NA,1,"Quiz: Topic 17 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"532",31,"P047",1,"Quiz: Topic 17 - Post-class quiz",67,66.67,NA,"Finished",2016-05-08 13:12:00,2016-05-08 13:18:00,"6 mins"
"533",98,"P067",1,"Quiz: Topic 17 - Post-class quiz",100,100,NA,"Finished",2016-05-08 02:18:00,2016-05-08 02:23:00,"5 mins 40 secs"
"534",57,"P028",1,"Quiz: Topic 17 - Post-class quiz",67,66.67,NA,"Finished",2016-05-08 07:35:00,2016-05-08 07:41:00,"5 mins 54 secs"
"535",110,NA,1,"Quiz: Topic 17 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"536",88,"P022",1,"Quiz: Topic 17 - Post-class quiz",92,91.67,NA,"Finished",2016-05-07 05:19:00,2016-05-07 05:26:00,"6 mins 42 secs"
"537",114,"P027",1,"Quiz: Topic 17 - Post-class quiz",50,50,NA,"Finished",2016-05-08 13:28:00,2016-05-08 13:33:00,"5 mins 17 secs"
"538",35,"P013",1,"Quiz: Topic 17 - Post-class quiz",50,50,NA,"Finished",2016-05-08 09:44:00,2016-05-08 09:50:00,"5 mins 58 secs"
"539",58,"P004",1,"Quiz: Topic 17 - Post-class quiz",17,16.67,NA,"Finished",2016-05-08 12:01:00,2016-05-08 12:06:00,"4 mins 39 secs"
"540",15,"P035",1,"Quiz: Topic 17 - Post-class quiz",67,66.67,NA,"Finished",2016-05-08 13:02:00,2016-05-08 13:08:00,"5 mins 42 secs"
"541",82,NA,1,"Quiz: Topic 17 - Post-class quiz",17,83.33,NA,"Finished",2016-05-27 11:09:00,2016-05-27 11:15:00,"6 mins"
"542",82,NA,1,"Quiz: Topic 17 - Post-class quiz",83,83.33,NA,"Finished",2016-06-05 02:23:00,2016-06-05 02:28:00,"5 mins 17 secs"
"543",73,"P039",1,"Quiz: Topic 17 - Post-class quiz",NA,0,NA,NA,NA,NA,NA
"544",137,"P051",1,"Quiz: Topic 17 - Post-class quiz",50,50,NA,"Finished",2016-05-08 08:44:00,2016-05-08 08:50:00,"5 mins 38 secs"
"545",72,"P010",1,"Quiz: Topic 17 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"546",23,NA,1,"Quiz: Topic 17 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"547",108,"P032",1,"Quiz: Topic 17 - Post-class quiz",NA,0,NA,NA,NA,NA,NA
"548",18,NA,0,"Quiz: Topic 17 - Post-class quiz",50,50,NA,"Finished",2016-05-08 05:46:00,2016-05-08 05:51:00,"4 mins 26 secs"
"549",147,NA,0,"Quiz: Topic 17 - Post-class quiz",17,41.67,NA,"Finished",2016-05-29 07:41:00,2016-05-29 07:47:00,"6 mins 1 sec"
"550",147,NA,0,"Quiz: Topic 17 - Post-class quiz",42,41.67,NA,"Finished",2016-05-29 07:47:00,2016-05-29 07:53:00,"6 mins 3 secs"
"551",86,"P029",1,"Quiz: Topic 17 - Post-class quiz",33,60,"duty hours","Finished",2016-05-08 11:11:00,2016-05-08 11:17:00,"6 mins 1 sec"
"552",30,NA,1,"Quiz: Topic 17 - Post-class quiz",50,66.67,NA,"Finished",2016-06-02 07:00:00,2016-06-02 07:04:00,"3 mins 48 secs"
"553",30,NA,1,"Quiz: Topic 17 - Post-class quiz",67,66.67,NA,"Finished",2016-06-05 09:09:00,2016-06-05 09:14:00,"5 mins 11 secs"
"554",61,NA,1,"Quiz: Topic 17 - Post-class quiz",67,66.67,NA,"Finished",2016-05-29 12:01:00,2016-05-29 12:05:00,"4 mins 13 secs"
"555",135,"P036",1,"Quiz: Topic 17 - Post-class quiz",NA,0,NA,NA,NA,NA,NA
"556",89,"P058",1,"Quiz: Topic 17 - Post-class quiz",83,83.33,NA,"Finished",2016-05-08 09:26:00,2016-05-08 09:32:00,"6 mins 1 sec"
"557",76,NA,1,"Quiz: Topic 17 - Post-class quiz",NA,NA,NA,"Never submitted",2016-06-05 10:27:00,NA,"-"
"558",127,NA,1,"Quiz: Topic 17 - Post-class quiz",NA,0,NA,NA,NA,NA,NA
"559",20,"P081",1,"Quiz: Topic 17 - Post-class quiz",42,41.67,NA,"Finished",2016-05-07 07:51:00,2016-05-07 07:57:00,"6 mins 1 sec"
"560",38,NA,0,"Quiz: Topic 17 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"561",70,"P045",1,"Quiz: Topic 17 - Post-class quiz",92,91.67,NA,"Finished",2016-05-06 06:12:00,2016-05-06 06:15:00,"3 mins 44 secs"
"562",37,"P016",1,"Quiz: Topic 17 - Post-class quiz",83,83.33,NA,"Finished",2016-05-06 07:09:00,2016-05-06 07:14:00,"5 mins 59 secs"
"563",125,NA,0,"Quiz: Topic 17 - Post-class quiz",33,33.33,NA,"Finished",2016-05-08 08:02:00,2016-05-08 08:07:00,"5 mins 42 secs"
"564",103,"P011",1,"Quiz: Topic 17 - Post-class quiz",25,60,"duty hours","Finished",2016-05-08 13:52:00,2016-05-08 13:57:00,"5 mins 49 secs"
"565",95,"P019",1,"Quiz: Topic 17 - Post-class quiz",NA,0,NA,NA,NA,NA,NA
"566",69,"P057",1,"Quiz: Topic 17 - Post-class quiz",58,60,"oral retake","Finished",2016-05-08 10:01:00,2016-05-08 10:07:00,"5 mins 59 secs"
"567",97,"P025",1,"Quiz: Topic 17 - Post-class quiz",17,16.67,NA,"Finished",2016-05-08 13:32:00,2016-05-08 13:38:00,"5 mins 57 secs"
"568",46,"P030",1,"Quiz: Topic 17 - Post-class quiz",83,83.33,NA,"Finished",2016-05-08 08:57:00,2016-05-08 09:03:00,"6 mins 1 sec"
"569",133,"P048",1,"Quiz: Topic 17 - Post-class quiz",100,100,NA,"Finished",2016-05-08 13:39:00,2016-05-08 13:45:00,"5 mins 56 secs"
"570",67,"P018",1,"Quiz: Topic 17 - Post-class quiz",100,100,NA,"Finished",2016-05-08 01:52:00,2016-05-08 01:58:00,"5 mins 59 secs"
"571",83,"P003",1,"Quiz: Topic 17 - Post-class quiz",100,100,NA,"Finished",2016-05-06 11:26:00,2016-05-06 11:30:00,"3 mins 59 secs"
"572",36,"P006",1,"Quiz: Topic 17 - Post-class quiz",67,66.67,NA,"Finished",2016-05-06 08:48:00,2016-05-06 08:54:00,"6 mins 1 sec"
"573",32,NA,0,"Quiz: Topic 17 - Post-class quiz",NA,0,NA,NA,NA,NA,NA
"574",116,"P046",1,"Quiz: Topic 17 - Post-class quiz",67,66.67,NA,"Finished",2016-05-08 13:04:00,2016-05-08 13:10:00,"6 mins 1 sec"
"575",107,"P079",1,"Quiz: Topic 17 - Post-class quiz",0,0,NA,"Finished",2016-05-07 10:03:00,2016-05-07 10:05:00,"2 mins"
"576",81,NA,1,"Quiz: Topic 17 - Post-class quiz",42,75,NA,"Finished",2016-06-02 11:11:00,2016-06-02 11:17:00,"6 mins"
"577",81,NA,1,"Quiz: Topic 17 - Post-class quiz",75,75,NA,"Finished",2016-06-02 11:18:00,2016-06-02 11:24:00,"5 mins 56 secs"
"578",144,NA,0,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"579",68,NA,1,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"580",145,NA,0,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"581",92,"P034",1,"Topic 18 - Post-class quiz",100,100,NA,"Finished",NA,NA,NA
"582",26,NA,1,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"583",123,NA,0,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"584",56,NA,1,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"585",25,NA,1,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"586",59,"P012",1,"Topic 18 - Post-class quiz",80,80,NA,"Finished",NA,NA,NA
"587",129,"P020",1,"Topic 18 - Post-class quiz",80,80,NA,"Finished",NA,NA,NA
"588",41,"P050",1,"Topic 18 - Post-class quiz",70,70,NA,"Finished",NA,NA,NA
"589",71,"P063",1,"Topic 18 - Post-class quiz",80,80,NA,"Finished",NA,NA,NA
"590",121,"P040",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"591",74,"P024",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"592",143,"P021",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"593",55,"P002",1,"Topic 18 - Post-class quiz",80,80,NA,"Finished",NA,NA,NA
"594",109,NA,1,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"595",78,"P014",1,"Topic 18 - Post-class quiz",40,90,"retake","Finished",NA,NA,NA
"596",47,"P017",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"597",42,"P015",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"598",117,"P043",1,"Topic 18 - Post-class quiz",75,75,NA,"Finished",NA,NA,NA
"599",101,NA,1,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"600",80,"P023",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"601",33,NA,1,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"602",139,NA,0,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"603",54,NA,1,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"604",77,NA,1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"605",87,NA,1,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"606",75,"P007",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"607",104,"P062",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"608",22,"P080",1,"Topic 18 - Post-class quiz",100,100,NA,"Finished",NA,NA,NA
"609",105,"P056",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"610",19,NA,1,"Topic 18 - Post-class quiz",80,80,NA,"Finished",NA,NA,NA
"611",84,"P052",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"612",132,"P044",1,"Topic 18 - Post-class quiz",40,40,NA,"Finished",NA,NA,NA
"613",21,NA,1,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"614",31,"P047",1,"Topic 18 - Post-class quiz",90,90,NA,"Finished",NA,NA,NA
"615",98,"P067",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"616",57,"P028",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"617",110,NA,1,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"618",88,"P022",1,"Topic 18 - Post-class quiz",90,90,NA,"Finished",NA,NA,NA
"619",114,"P027",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"620",35,"P013",1,"Topic 18 - Post-class quiz",80,80,NA,"Finished",NA,NA,NA
"621",58,"P004",1,"Topic 18 - Post-class quiz",80,80,NA,"Finished",NA,NA,NA
"622",15,"P035",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"623",82,NA,1,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"624",73,"P039",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"625",137,"P051",1,"Topic 18 - Post-class quiz",80,80,NA,"Finished",NA,NA,NA
"626",72,"P010",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"627",23,NA,1,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"628",108,"P032",1,"Topic 18 - Post-class quiz",50,50,NA,"Finished",NA,NA,NA
"629",18,NA,0,"Topic 18 - Post-class quiz",20,20,NA,"Finished",NA,NA,NA
"630",147,NA,0,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"631",86,"P029",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"632",30,NA,1,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"633",61,NA,1,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"634",135,"P036",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"635",89,"P058",1,"Topic 18 - Post-class quiz",80,80,NA,"Finished",NA,NA,NA
"636",76,NA,1,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"637",127,NA,1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"638",20,"P081",1,"Topic 18 - Post-class quiz",40,40,NA,"Finished",NA,NA,NA
"639",38,NA,0,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"640",70,"P045",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"641",37,"P016",1,"Topic 18 - Post-class quiz",100,100,NA,"Finished",NA,NA,NA
"642",125,NA,0,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"643",103,"P011",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"644",95,"P019",1,"Topic 18 - Post-class quiz",0,0,NA,"Finished",NA,NA,NA
"645",69,"P057",1,"Topic 18 - Post-class quiz",80,80,NA,"Finished",NA,NA,NA
"646",97,"P025",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"647",46,"P030",1,"Topic 18 - Post-class quiz",80,80,NA,"Finished",NA,NA,NA
"648",133,"P048",1,"Topic 18 - Post-class quiz",80,80,NA,"Finished",NA,NA,NA
"649",67,"P018",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"650",83,"P003",1,"Topic 18 - Post-class quiz",100,100,NA,"Finished",NA,NA,NA
"651",36,"P006",1,"Topic 18 - Post-class quiz",80,80,NA,"Finished",NA,NA,NA
"652",32,NA,0,"Topic 18 - Post-class quiz",NA,60,NA,"Never submitted",NA,NA,NA
"653",116,"P046",1,"Topic 18 - Post-class quiz",0,60,"retake","Finished",NA,NA,NA
"654",107,"P079",1,"Topic 18 - Post-class quiz",60,60,NA,"Finished",NA,NA,NA
"655",81,NA,1,"Topic 18 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"656",144,NA,0,"Quiz: Topic 19 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"657",68,NA,1,"Quiz: Topic 19 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"658",145,NA,0,"Quiz: Topic 19 - Post-class quiz",0,0,NA,"Finished",2016-05-22 08:30:00,2016-05-22 08:32:00,"2 mins 24 secs"
"659",92,"P034",1,"Quiz: Topic 19 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"660",26,NA,1,"Quiz: Topic 19 - Post-class quiz",90,90,NA,"Finished",2016-06-05 06:28:00,2016-06-05 06:36:00,"7 mins 55 secs"
"661",123,NA,0,"Quiz: Topic 19 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"662",56,NA,1,"Quiz: Topic 19 - Post-class quiz",100,100,NA,"Finished",2016-06-05 02:57:00,2016-06-05 03:06:00,"8 mins 59 secs"
"663",25,NA,1,"Quiz: Topic 19 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"664",59,"P012",1,"Quiz: Topic 19 - Post-class quiz",100,100,NA,"Finished",2016-05-22 10:39:00,2016-05-22 10:45:00,"5 mins 59 secs"
"665",129,"P020",1,"Quiz: Topic 19 - Post-class quiz",50,50,NA,"Finished",2016-05-22 09:57:00,2016-05-22 10:06:00,"8 mins 47 secs"
"666",41,"P050",1,"Quiz: Topic 19 - Post-class quiz",NA,0,NA,NA,NA,NA,NA
"667",71,"P063",1,"Quiz: Topic 19 - Post-class quiz",100,100,NA,"Finished",2016-05-22 13:12:00,2016-05-22 13:20:00,"7 mins 48 secs"
"668",121,"P040",1,"Quiz: Topic 19 - Post-class quiz",100,100,NA,"Finished",2016-05-18 13:40:00,2016-05-18 13:49:00,"8 mins 47 secs"
"669",74,"P024",1,"Quiz: Topic 19 - Post-class quiz",100,100,NA,"Finished",2016-05-22 12:51:00,2016-05-22 12:56:00,"4 mins 55 secs"
"670",143,"P021",1,"Quiz: Topic 19 - Post-class quiz",NA,0,NA,NA,NA,NA,NA
"671",55,"P002",1,"Quiz: Topic 19 - Post-class quiz",70,70,NA,"Finished",2016-05-22 05:35:00,2016-05-22 05:44:00,"8 mins 53 secs"
"672",109,NA,1,"Quiz: Topic 19 - Post-class quiz",70,70,NA,"Finished",2016-06-05 05:10:00,2016-06-05 05:19:00,"8 mins 58 secs"
"673",78,"P014",1,"Quiz: Topic 19 - Post-class quiz",90,90,NA,"Finished",2016-05-22 10:25:00,2016-05-22 10:30:00,"5 mins 6 secs"
"674",47,"P017",1,"Quiz: Topic 19 - Post-class quiz",90,90,NA,"Finished",2016-05-22 13:42:00,2016-05-22 13:51:00,"8 mins 56 secs"
"675",42,"P015",1,"Quiz: Topic 19 - Post-class quiz",90,90,NA,"Finished",2016-05-22 08:53:00,2016-05-22 09:02:00,"8 mins 45 secs"
"676",117,"P043",1,"Quiz: Topic 19 - Post-class quiz",NA,0,NA,NA,NA,NA,NA
"677",101,NA,1,"Quiz: Topic 19 - Post-class quiz",90,90,NA,"Finished",2016-06-05 09:32:00,2016-06-05 09:38:00,"5 mins 56 secs"
"678",80,"P023",1,"Quiz: Topic 19 - Post-class quiz",100,100,NA,"Finished",2016-05-22 06:39:00,2016-05-22 06:46:00,"7 mins 46 secs"
"679",33,NA,1,"Quiz: Topic 19 - Post-class quiz",60,60,NA,"Finished",2016-06-05 05:55:00,2016-06-05 06:00:00,"5 mins 9 secs"
"680",139,NA,0,"Quiz: Topic 19 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"681",54,NA,1,"Quiz: Topic 19 - Post-class quiz",100,100,NA,"Finished",2016-06-05 02:37:00,2016-06-05 02:42:00,"5 mins 9 secs"
"682",77,NA,1,"Quiz: Topic 19 - Post-class quiz",70,80,NA,"Finished",2016-05-22 10:46:00,2016-05-22 10:55:00,"9 mins"
"683",87,NA,1,"Quiz: Topic 19 - Post-class quiz",100,100,NA,"Finished",2016-06-05 03:20:00,2016-06-05 03:26:00,"5 mins 39 secs"
"684",75,"P007",1,"Quiz: Topic 19 - Post-class quiz",70,70,NA,"Finished",2016-05-22 11:24:00,2016-05-22 11:26:00,"2 mins 28 secs"
"685",104,"P062",1,"Quiz: Topic 19 - Post-class quiz",100,100,NA,"Finished",2016-05-21 06:01:00,2016-05-21 06:10:00,"8 mins 57 secs"
"686",22,"P080",1,"Quiz: Topic 19 - Post-class quiz",100,100,NA,"Finished",2016-05-21 05:38:00,2016-05-21 05:45:00,"7 mins 21 secs"
"687",105,"P056",1,"Quiz: Topic 19 - Post-class quiz",90,90,NA,"Finished",2016-05-22 10:59:00,2016-05-22 11:06:00,"6 mins 31 secs"
"688",19,NA,1,"Quiz: Topic 19 - Post-class quiz",100,100,NA,"Finished",2016-05-22 08:25:00,2016-05-22 08:34:00,"9 mins"
"689",84,"P052",1,"Quiz: Topic 19 - Post-class quiz",100,100,NA,"Finished",2016-05-22 02:37:00,2016-05-22 02:42:00,"5 mins 29 secs"
"690",132,"P044",1,"Quiz: Topic 19 - Post-class quiz",70,70,NA,"Finished",2016-05-22 13:46:00,2016-05-22 13:49:00,"3 mins 22 secs"
"691",21,NA,1,"Quiz: Topic 19 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"692",31,"P047",1,"Quiz: Topic 19 - Post-class quiz",100,100,NA,"Finished",2016-05-22 10:18:00,2016-05-22 10:25:00,"7 mins 45 secs"
"693",98,"P067",1,"Quiz: Topic 19 - Post-class quiz",100,100,NA,"Finished",2016-05-22 03:45:00,2016-05-22 03:51:00,"6 mins 33 secs"
"694",57,"P028",1,"Quiz: Topic 19 - Post-class quiz",NA,0,NA,NA,NA,NA,NA
"695",110,NA,1,"Quiz: Topic 19 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"696",88,"P022",1,"Quiz: Topic 19 - Post-class quiz",60,60,NA,"Finished",2016-05-19 03:00:00,2016-05-19 03:09:00,"9 mins 1 sec"
"697",114,"P027",1,"Quiz: Topic 19 - Post-class quiz",80,80,NA,"Finished",2016-05-22 06:59:00,2016-05-22 07:07:00,"8 mins 13 secs"
"698",35,"P013",1,"Quiz: Topic 19 - Post-class quiz",90,90,NA,"Finished",2016-05-22 09:46:00,2016-05-22 09:53:00,"6 mins 51 secs"
"699",58,"P004",1,"Quiz: Topic 19 - Post-class quiz",90,90,NA,"Finished",2016-05-22 11:08:00,2016-05-22 11:14:00,"5 mins 34 secs"
"700",15,"P035",1,"Quiz: Topic 19 - Post-class quiz",100,100,NA,"Finished",2016-05-22 12:24:00,2016-05-22 12:33:00,"8 mins 48 secs"
"701",82,NA,1,"Quiz: Topic 19 - Post-class quiz",100,100,NA,"Finished",2016-06-05 02:44:00,2016-06-05 02:49:00,"4 mins 57 secs"
"702",73,"P039",1,"Quiz: Topic 19 - Post-class quiz",70,70,NA,"Finished",2016-05-22 13:18:00,2016-05-22 13:27:00,"8 mins 48 secs"
"703",137,"P051",1,"Quiz: Topic 19 - Post-class quiz",90,90,NA,"Finished",2016-05-22 10:53:00,2016-05-22 11:02:00,"8 mins 27 secs"
"704",72,"P010",1,"Quiz: Topic 19 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"705",23,NA,1,"Quiz: Topic 19 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"706",108,"P032",1,"Quiz: Topic 19 - Post-class quiz",NA,0,NA,NA,NA,NA,NA
"707",18,NA,0,"Quiz: Topic 19 - Post-class quiz",NA,0,NA,NA,NA,NA,NA
"708",147,NA,0,"Quiz: Topic 19 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"709",86,"P029",1,"Quiz: Topic 19 - Post-class quiz",80,80,NA,"Finished",2016-05-22 09:50:00,2016-05-22 09:58:00,"8 mins 24 secs"
"710",30,NA,1,"Quiz: Topic 19 - Post-class quiz",70,70,NA,"Finished",2016-06-05 09:16:00,2016-06-05 09:22:00,"6 mins 6 secs"
"711",61,NA,1,"Quiz: Topic 19 - Post-class quiz",70,70,NA,"Finished",2016-06-05 06:53:00,2016-06-05 06:55:00,"2 mins 32 secs"
"712",135,"P036",1,"Quiz: Topic 19 - Post-class quiz",NA,0,NA,NA,NA,NA,NA
"713",89,"P058",1,"Quiz: Topic 19 - Post-class quiz",100,100,NA,"Finished",2016-05-22 04:41:00,2016-05-22 04:50:00,"9 mins"
"714",76,NA,1,"Quiz: Topic 19 - Post-class quiz",90,90,NA,"Finished",2016-06-05 12:32:00,2016-06-05 12:41:00,"9 mins 1 sec"
"715",127,NA,1,"Quiz: Topic 19 - Post-class quiz",NA,0,NA,NA,NA,NA,NA
"716",20,"P081",1,"Quiz: Topic 19 - Post-class quiz",NA,0,NA,NA,NA,NA,NA
"717",38,NA,0,"Quiz: Topic 19 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"718",70,"P045",1,"Quiz: Topic 19 - Post-class quiz",90,90,NA,"Finished",2016-05-20 10:28:00,2016-05-20 10:36:00,"7 mins 53 secs"
